450, 908, 72000, 0.8707865168539326, 2.662921348314607, 0.8089887640449438, 2.4063483647416146
950, 1688, 152000, 0.7465753424657534, 4.794520547945205, 3.26027397260274, 2.3086302066094255
1450, 2381, 232000, 0.8923076923076924, 6.446153846153846, 3.4153846153846152, 3.8866156886403376
1950, 2996, 312000, 0.8596491228070176, 11.035087719298245, 7.4035087719298245, 4.808333972567006
2450, 3585, 392000, 0.8362068965517241, 12.137931034482758, 8.137931034482758, 5.22000063493334
2950, 4149, 472000, 0.7222222222222222, 12.203703703703704, 9.481481481481481, 3.7510191806488566
3450, 4701, 552000, 0.8679245283018868, 12.716981132075471, 9.39622641509434, 4.450000494156244
3950, 5267, 632000, 0.8135593220338984, 12.423728813559322, 9.542372881355933, 4.038051315914776
4450, 5829, 712000, 0.8207547169811321, 12.88679245283019, 9.90566037735849, 4.1775477251635404
4950, 6399, 792000, 0.8050847457627118, 12.508474576271187, 9.508474576271187, 3.9581361039210172
5450, 6970, 872000, 0.8, 11.966666666666667, 9.916666666666666, 2.780167121688525
5950, 7530, 952000, 0.7222222222222222, 12.648148148148149, 10.685185185185185, 2.631296898479815
